trainNo,trainName,fromStation,toStation
61612,Ruthiyai Bina Memu,Ruthiyai Junction,Bina Junction
17229,Sabari Express,Trivandrum Central,Secunderabad Junction
17230,Sabari Express,Secunderabad Junction,Trivandrum Central
12548,Sabarmati Agra Cantt Super Fast Express,Sabarmati Bg,Agra Cantonment
20965,Sabarmati Bhavnagar Intercity Super Fast Express,Sabarmati Bg,Bhavnagar Terminus
19411,Sabarmati Daulatpur Chowk Express,Sabarmati Bg,Daulatpur Chowk
19409,Sabarmati Gorakhpur Express,Sabarmati Bg,Gorakhpur Junction
22548,Sabarmati Gwalior Super Fast Express,Sabarmati Bg,Gwalior Junction
9425,Sabarmati Haridwar Summer Special,Sabarmati Bg,Haridwar
20492,Sabarmati Jaisalmer Super Fast Express,Sabarmati Bg,Jaisalmer
14822,Sabarmati Jodhpur Express,Sabarmati Bg,Jodhpur Junction
20486,Sabarmati Jodhpur Intercity Super Fast Express,Sabarmati Bg,Jodhpur Junction
12462,Sabarmati Jodhpur Vande Bharat Express,Sabarmati Bg,Jodhpur Junction
19401,Sabarmati Lucknow Express,Sabarmati Bg,Lucknow Charbagh NR
79431,Sabarmati Mahesana DEMU,Sabarmati Bg,Mehsana Junction
15270,Sabarmati Muzaffarpur Jansadharan Express,Sabarmati Bg,Muzaffarpur Junction
2268,Sabarmati New Delhi Super Fast Festival Special,Sabarmati Bg,New Delhi
79435,Sabarmati Patan DEMU,Sabarmati Bg,Patan
79433,Sabarmati Patan Dmu,Sabarmati Bg,Patan
19415,Sabarmati Shri Mata Vaishno Devi Katra Express,Sabarmati Bg,Shri Mata Vaishno Devi Katra
20939,Sabarmati Sultanpur Super Fast Express,Sabarmati Bg,Sultanpur Junction
20963,Sabarmati Varanasi Weekly Super Fast Express,Sabarmati Bg,Varanasi Junction
75681,Sabroom Agartala DEMU,Sabroom,Agartala
75683,Sabroom Agartala DEMU,Sabroom,Agartala
75687,Sabroom Agartala DEMU,Sabroom,Agartala
75689,Sabroom Agartala DEMU,Sabroom,Agartala
13174,Sabroom Sealdah Kanchanjungha Express,Sabroom,Sealdah
12715,Sachkhand Express,Hazur Sahib Nanded,Amritsar Junction
4775,Sadulpur Hanumangarh Passenger Special,Sadulpur Junction,Hanumangarh Junction
4777,Sadulpur Hanumangarh Passenger Special,Sadulpur Junction,Hanumangarh Junction
9706,Sadulpur Jaipur Special Fare Special,Sadulpur Junction,Jaipur Junction
54763,Sadulpur Shri Ganganagar Passenger,Sadulpur Junction,Shri Ganganagar Junction
15515,Sagauli Danapur MEMU Express,Sagauli Junction,Danapur
75214,Sagauli Raxaul DEMU,Mehsi,Raxaul Junction
64501,Saharanpur Ambala Cantonment Memu,Saharanpur Junction,Ambala Cantonment
54341,Saharanpur Dehradun Passenger,Saharanpur Junction,Dehradun
74024,Saharanpur Delhi DEMU,Saharanpur Junction,Delhi Junction
14546,Saharanpur Delhi Janta Express,Saharanpur Junction,Delhi Junction
64558,Saharanpur Delhi MEMU,Saharanpur Junction,Delhi Junction
64560,Saharanpur Delhi MEMU,Saharanpur Junction,Delhi Junction
54474,Saharanpur Delhi Passenger,Saharanpur Junction,Delhi Junction
20412,Saharanpur Delhi Super Fast Express,Saharanpur Junction,Delhi Junction
64566,Saharanpur Moradabad MEMU,Saharanpur Junction,Moradabad Junction
64513,Saharanpur Nangal Dam MEMU,Saharanpur Junction,Nangal Dam
12203,Saharsa Amritsar Garib Rath Express,Saharsa Junction,Amritsar Junction
14603,Saharsa Amritsar Jansadharan Express,Saharsa Junction,Amritsar Junction
15531,Saharsa Amritsar Jansadharan Express,Saharsa Junction,Amritsar Junction
5577,Saharsa Anand Vihar Special,Saharsa Junction,Anand Vihar Terminus
15529,Saharsa Anand Vihar Terminal Jan Sadharan Express,Saharsa Junction,Anand Vihar Terminus
22914,Saharsa Bandra Humsafar Express,Saharsa Junction,Bandra Terminus
3349,Saharsa Danapur Special,Saharsa Junction,Danapur
55570,Saharsa Dauram Madhepura Passenger,Saharsa Junction,Purnia Court
63359,Saharsa Dauram Madhpura Memu,Saharsa Junction,Dauram Madhepura
4413,Saharsa Delhi Summer Special,Saharsa Junction,Delhi Junction
5509,Saharsa Jamalpur Passenger Special,Saharsa Junction,Jamalpur Junction
63382,Saharsa Laheria Sarai MEMU,Saharsa Junction,Laheria Sarai
63378,Saharsa Laheria Sarai MEMU,Saharsa Junction,Laheria Sarai
63380,Saharsa Laheria Sarai MEMU,Saharsa Junction,Laheria Sarai
5504,Saharsa Lalitgram Special,Saharsa Junction,Lalitgram
5570,Saharsa Lalitgram Special,Saharsa Junction,Lalitgram
5585,Saharsa Mumbai LTT Summer Special,Saharsa Junction,Lokmanya Tilak Terminus
4065,Saharsa New Delhi Special,Saharsa Junction,New Delhi
15505,Saharsa Patliputra Janhit Express,Saharsa Junction,Patliputra Junction
3387,Saharsa Patliputra Special,Saharsa Junction,Patliputra Junction
12567,Saharsa Patna Rajya Rani Super Fast Express,Saharsa Junction,Patna Junction
55584,Saharsa Purnea Passenger,Narkatiaganj Junction,Raxaul Junction
75258,Saharsa Purnia DEMU,Saharsa Junction,Purnia Junction
75260,Saharsa Purnia DEMU,Saharsa Junction,Purnia Junction
75262,Saharsa Purnia DEMU,Saharsa Junction,Purnia Junction
13227,Saharsa Rajendra Nagar Terminal Intercity Express,Saharsa Junction,Rajendra Nagar Terminal (Patna)
1664,Saharsa Rani Kamalapati Summer Special,Saharsa Junction,Rani Kamlapati
75287,Saharsa Samastipur Demu,Saharsa Junction,Samastipur Junction
63343,Saharsa Samastipur MEMU,Saharsa Junction,Samastipur Junction
63345,Saharsa Samastipur MEMU,Saharsa Junction,Samastipur Junction
63347,Saharsa Samastipur MEMU,Saharsa Junction,Samastipur Junction
63349,Saharsa Samastipur MEMU,Saharsa Junction,Samastipur Junction
55565,Saharsa Samastipur Passenger,Saharsa Junction,Samastipur Junction
63375,Saharsa Supaul MEMU,Saharsa Junction,Supaul
64411,Sahibabad New Delhi Emu,Sahibabad Junction,Delhi Junction
53022,Sahibganj Azimganj Passenger,Sahibganj,Azimganj Junction
53412,Sahibganj Barharwa Passenger,Sahibganj,Barharwa Junction
13235,Sahibganj Danapur Intercity Express,Sahibganj,Danapur
13428,Sahibganj Howrah Intercity Express,Sahibganj,Howrah Junction
63431,Sahibganj Jamalpur MEMU,Sahibganj,Jamalpur Junction
53415,Sahibganj Jamalpur Passenger,Sahibganj,Jamalpur Junction
73419,Sahibganj Jn Bhagalpur Dmu,Sahibganj,Bhagalpur Junction
63401,Sahibganj Malda MEMU,Sahibganj,Malda Town
63074,Sahibganj Rampur Memu,Sahibganj,Rampur Hat Junction
53406,Sahibganj Rampurhat Passenger,Sahibganj,Rampur Hat Junction
12347,Sahid Express,Howrah Junction,Rampur Hat Junction
12348,Sahid Express,Rampur Hat Junction,Howrah Junction
4716,Sainagar Shirdi Bikaner Special,Sainagar Shirdi Terminus,Bikaner Junction
11042,Sainagar Shirdi Dadar Express,Sainagar Shirdi Terminus,Dadar Central
22148,Sainagar Shirdi Dadar Super Fast Express,Sainagar Shirdi Terminus,Dadar Central
12132,Sainagar Shirdi Dadar Super Fast Express,Sainagar Shirdi Terminus,Dadar Central
22893,Sainagar Shirdi Howrah Super Fast Express,Sainagar Shirdi Terminus,Howrah Junction
17205,Sainagar Shirdi Kakinada Port Express,Sainagar Shirdi Terminus,Kakinada Port
22455,Sainagar Shirdi Kalka Super Fast Express,Sainagar Shirdi Terminus,Kalka
17207,Sainagar Shirdi Machilipatnam Weekly Express,Sainagar Shirdi Terminus,Machilipatnam
22602,Sainagar Shirdi MGR Chennai Super Fast Express,Sainagar Shirdi Terminus,Puratchi Thalaivar Dr. MGR Central
22224,Sainagar Shirdi Mumbai CSMT Vande Bharat Express,Sainagar Shirdi Terminus,Chhatrapati Shivaji Maharaj Terminus
16218,Sainagar Shirdi Mysuru Weekly Express,Sainagar Shirdi Terminus,Mysuru City Junction
20858,Sainagar Shirdi Puri Weekly Super Fast Express,Sainagar Shirdi Terminus,Puri
17001,Sainagar Shirdi Secunderabad Express,Sainagar Shirdi Terminus,Secunderabad Junction
7638,Sainagar Shirdi Tirupati Summer Special,Sainagar Shirdi Terminus,Tirupati
17418,Sainagar Shirdi Tirupati Weekly Express,Sainagar Shirdi Terminus,Tirupati
18504,Sainagar Shirdi Visakhapatnam Express,Sainagar Shirdi Terminus,Visakhapatnam Junction
19701,Sainik Express,Jaipur Junction,Delhi Cantonment
19702,Sainik Express,Delhi Cantonment,Jaipur Junction
63532,Sainthia Andal Memu,Sainthia Junction,Andal Junction
63534,Sainthia Andal Memu,Sainthia Junction,Andal Junction
63536,Sainthia Andal Memu,Sainthia Junction,Andal Junction
63538,Sainthia Andal Memu,Sainthia Junction,Andal Junction
22183,Saket Super Fast Express,Lokmanya Tilak Terminus,Ayodhya Cantonment
22184,Saket Super Fast Express,Ayodhya Cantonment,Lokmanya Tilak Terminus
22422,Salasar Super Fast Express,Jodhpur Junction,Delhi Sarai Rohilla
22421,Salasar Super Fast Express,Delhi Sarai Rohilla,Jodhpur Junction
16212,Salem - Yesvantpur Express,Salem Junction,Yesvantpur Junction
66020,Salem Arakkonam MEMU,Mayiladuturai Junction,Villupuram Junction
16088,Salem Arakkonam MEMU Express,Salem Junction,Arakkonam Junction
22154,Salem Chennai Egmore Super Fast Express,Salem Junction,Chennai Egmore
76821,Salem Karur Passenger,Salem Junction,Karur Junction
16812,Salem Mayiladuturai Express,Salem Junction,Mayiladuturai Junction
55125,Salempur Barhaj Bazar Passenger,Salempur Junction,Barhaj Bazar
55127,Salempur Barhaj Bazar Passenger,Salempur Junction,Barhaj Bazar
18006,Samaleswari Express,Jagdalpur,Howrah Junction
18005,Samaleswari Express,Howrah Junction,Jagdalpur
12151,Samarsata Super Fast Express,Lokmanya Tilak Terminus,Kolkata Shalimar
12152,Samarsata Super Fast Express,Kolkata Shalimar,Lokmanya Tilak Terminus
75240,Samastipur Barauni DEMU,Samastipur Junction,Barauni Junction
63202,Samastipur barauni Memu,Samastipur Junction,Barauni Junction
75253,Samastipur Darbhanga DEMU,Samastipur Junction,Darbhanga Junction
75209,Samastipur Jaynagar DEMU,Samastipur Junction,Jaynagar
55513,Samastipur Jaynagar Passenger,Samastipur Junction,Jaynagar
55519,Samastipur Jaynagar Passenger,Samastipur Junction,Jaynagar
63304,Samastipur Katihar Memu,Samastipur Junction,Katihar Junction
63308,Samastipur Katihar Memu,Samastipur Junction,Katihar Junction
1044,Samastipur Mumbai LTT AC Holi Special,Samastipur Junction,Lokmanya Tilak Terminus
75207,Samastipur Muzaffarpur DEMU,Samastipur Junction,Muzaffarpur Junction
63215,Samastipur Muzaffarpur Memu,Samastipur Junction,Muzaffarpur Junction
63269,Samastipur Muzaffarpur Memu,Samastipur Junction,Muzaffarpur Junction
75288,Samastipur Saharsa DEMU,Samastipur Junction,Saharsa Junction
63344,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
63346,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
63348,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
63350,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
55566,Samastipur Saharsa Passenger,Samastipur Junction,Saharsa Junction
55121,Samastipur Siwan Passenger,Samastipur Junction,Siwan Junction
75211,Samastipur Sonpur DEMU,Samastipur Junction,Sonpur Junction
8311,Sambalpur Erode Special,Sambalpur Junction,Erode Junction
15027,Sambalpur Gorakhpur Maurya Express,Sambalpur Junction,Gorakhpur Junction
18309,Sambalpur Jammu Tawi Express,Sambalpur Junction,Jammu Tawi
68032,Sambalpur Jharsuguda Memu,Sambalpur Junction,Jharsuguda Junction
68034,Sambalpur Jharsuguda Memu,Sambalpur Junction,Jharsuguda Junction
58303,Sambalpur Junagarh Road Passenger,Sambalpur Junction,Junagarh Road
18303,Sambalpur Puri Intercity Express,Sambalpur Junction,Puri
18301,Sambalpur Rayagada Intercity Express,Sambalpur Junction,Rayagada
22804,Sambalpur Shalimar Super Fast Express,Sambalpur Junction,Kolkata Shalimar
8315,Sambalpur Visakhapatnam Inaugural Special,Sambalpur Junction,Visakhapatnam Junction
74301,Sambhal Hatim Sarai Moradabad DEMU,Sambhal Hatim Sarai,Moradabad Junction
74303,Sambhal Hatim Sarai Moradabad DEMU,Sambhal Hatim Sarai,Moradabad Junction
12393,Sampoorna Kranti Express,Rajendra Nagar Terminal (Patna),New Delhi
12394,Sampoorna Kranti Express,New Delhi,Rajendra Nagar Terminal (Patna)
22889,Samudra Kanya Express,Digha,Puri
22890,Samudra Kanya Express,Puri,Digha
1092,Sanawad Khandwa MEMU Special,Sanawad,Khandwa Junction
74619,Sangaldan Baramula DEMU,Sangaldan,Baramulla
1434,Sanganer Pune Super Fast Summer Special,Sanganer,Pune Junction
12295,Sanghamitra Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Danapur
12296,Sanghamitra Super Fast Express,Danapur,Sir Mokshagundam Visvesvaraya Terminal
71431,Sangli Miraj DEMU,Sangli,Miraj Junction
69141,Sanjan Surat MEMU,Sanjan,Surat
69144,Sanjan Virar Shuttle,Sanjan,Virar
59549,Sankalp Fast Passenger,Vadodara Junction,Ahmedabad Junction
59550,Sankalp Fast Passenger,Ahmedabad Junction,Vadodara Junction
8611,Santragachi Ajmer Festival Special,Santragachi Junction,Ajmer Junction
18009,Santragachi Ajmer Weekly Express,Santragachi Junction,Ajmer Junction
22857,Santragachi Anand Vihar Terminal Weekly Super Fast Express,Santragachi Junction,Anand Vihar Terminus
2847,Santragachi Digha Special,Santragachi Junction,Digha
2897,Santragachi Digha Special,Santragachi Junction,Digha
12768,Santragachi Hazur Sahib Nanded Super Fast Express,Santragachi Junction,Hazur Sahib Nanded
20828,Santragachi Jabalpur Humsafar Express,Santragachi Junction,Jabalpur Junction
68001,Santragachi Jhargram MEMU,Santragachi Junction,Jhargram
22851,Santragachi Mangaluru Vivek Express,Santragachi Junction,Mangaluru Central
22807,Santragachi MGR Chennai AC Super Fast Express,Santragachi Junction,Puratchi Thalaivar Dr. MGR Central
12950,Santragachi Porbandar Kavi Guru Super Fast Express,Santragachi Junction,Porbandar
20822,Santragachi Pune Humsafar Express,Santragachi Junction,Pune Junction
2837,Santragachi Puri Special,Santragachi Junction,Puri
22170,Santragachi Rani Kamlapati Humsafar Express,Santragachi Junction,Rani Kamlapati
7222,Santragachi Secunderabad Summer Special,Santragachi Junction,Secunderabad Junction
22841,Santragachi Tambaram Antyodaya Express,Santragachi Junction,Tambaram
1150,Santragachi Thane Mixed Summer Special,Santragachi Junction,Thane
22855,Santragachi Tirupati Weekly Super Fast Express,Santragachi Junction,Tirupati
2863,Santragachi Yesvantpur AC Super Fast Summer Special,Santragachi Junction,Yesvantpur Junction
12557,Sapt Kranti Super Fast Express,Muzaffarpur Junction,Anand Vihar Terminus
12558,Sapt Kranti Super Fast Express,Anand Vihar Terminus,Muzaffarpur Junction
16057,Sapthagiri Express,Puratchi Thalaivar Dr. MGR Central,Tirupati
16058,Sapthagiri Express,Tirupati,Puratchi Thalaivar Dr. MGR Central
12345,Saraighat Express,Howrah Junction,Guwahati
12346,Saraighat Express,Guwahati,Howrah Junction
68025,Saranda MEMU,Chakradharpur,Rourkela Junction
68026,Saranda Memu,Rourkela Junction,Chakradharpur
22479,Sarbat Da Bhala Express,New Delhi,Lohian Khas Junction
22480,Sarbat Da Bhala Express,Lohian Khas Junction,New Delhi
74854,Sardarshahr Ratangarh DEMU,Sardarshahr,Ratangarh Junction
74850,Sardarshahr Ratangarh DEMU,Sardarshahr,Ratangarh Junction
74852,Sardarshahr Ratangarh DEMU,Sardarshahr,Ratangarh Junction
5164,Sarnath Aurnihar DEMU Special,Sarnath,Aunrihar Junction
15159,Sarnath Express,Chhapra Junction,Durg Junction
15160,Sarnath Express,Durg Junction,Chhapra Junction
51863,Sarsoki Konch Passenger,Sarsoki,Konch
51867,Sarsoki Konch Passenger,Sarsoki,Konch
12473,Sarvodaya Super Fast Express,Gandhidham Junction,Shri Mata Vaishno Devi Katra
12474,Sarvodaya Super Fast Express,Shri Mata Vaishno Devi Katra,Gandhidham Junction
14233,Saryu Express,Prayagraj Sangam,Mankapur Junction
14234,Saryu Express,Mankapur Junction,Prayagraj Sangam
14649,Saryu Yamuna Express,Jaynagar,Amritsar Junction
14650,Saryu Yamuna Express,Amritsar Junction,Jaynagar
14613,Sas Nagar Mohali Firozpur Cantonmentexpress,SAS Nagar Mohali,Firozpur Cantonment Junction
63370,Sasaram Ara Memu,Sasaram Junction,Ara Junction
13306,Sasaram Dhanbad Intercity Express,Sasaram Junction,Dhanbad Junction
53212,Sasaram Patna Passenger,Sasaram Junction,Patna Junction
18636,Sasaram Ranchi Intercity Express,Sasaram Junction,Ranchi Junction
11028,Satara Dadar Express,Satara,Dadar Central
71426,Satara Pune Junction,Chhatrapati Shahu Maharaj Terminus Kolhapur,Miraj Junction
71423,Satara Scsmt Kolhapur DEMU,Satara,Chhatrapati Shahu Maharaj Terminus Kolhapur
71429,Satara Scsmt Kolhapur DEMU,Miraj Junction,Chhatrapati Shahu Maharaj Terminus Kolhapur
12713,Satavahana Super Fast Express,Vijayawada Junction,Secunderabad Junction
12714,Satavahana Super Fast Express,Secunderabad Junction,Vijayawada Junction
61606,Satna Katni MEMU,Satna Junction,Katni Junction
61607,Satna Manikpur MEMU,Satna Junction,Manikpur Junction
61609,Satna Manikpur MEMU,Satna Junction,Manikpur Junction
19015,Saurashtra Express,Dadar (WR),Porbandar
19016,Saurashtra Express,Porbandar,Dadar (WR)
19217,Saurashtra Janta Express,Bandra Terminus,Veraval Junction
19218,Saurashtra Janta Express,Veraval Junction,Bandra Terminus
22945,Saurashtra Mail,Mumbai Central,Okha
22946,Saurashtra Mail,Okha,Mumbai Central
61622,Sawai Madhopur Kota MEMU Special,Sawai Madhopur,Kota Junction
54793,Sawai Madhopur Mathura Passenger,Sawai Madhopur,Mathura Junction
50107,Sawantwadi Road Madgaon Express,Sawantwadi Road,Madgaon Junction
20908,Sayaji Nagari Superfast Express,Bhuj,Dadar (WR)
20907,Sayaji Nagari Superfast Express,Dadar (WR),Bhuj
11050,SCSMT Kolhapur Ahmedabad Super Fast Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Ahmedabad Junction
12147,Scsmt Kolhapur Hazrat Nizamuddin Super Fast Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Hazrat Nizamuddin
22156,Scsmt Kolhapur Kalaburagi Super Fast Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Kalaburagi Junction
1405,Scsmt Kolhapur Katihar Summer Special,Chhatrapati Shahu Maharaj Terminus Kolhapur,Katihar Junction
11404,Scsmt Kolhapur Nagpur Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Nagpur Junction
71420,Scsmt Kolhapur Pune DEMU,Satara,Pune Junction
11426,Scsmt Kolhapur Pune DEMU Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Pune Junction
1024,SCSMT Kolhapur Pune Special,Chhatrapati Shahu Maharaj Terminus Kolhapur,Pune Junction
20673,Scsmt Kolhapur Pune Vande Bharat Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Pune Junction
71424,Scsmt Kolhapur Satara DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Satara
71430,Scsmt Kolhapur Satara DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Sangli
12987,Sealdah Ajmer Super Fast Express,Sealdah,Ajmer Junction
12379,Sealdah Amritsar Jallianwala Bagh Express,Sealdah,Amritsar Junction
12329,Sealdah Anand Vihar Sampark Kranti Super Fast Express,Sealdah,Anand Vihar Terminus
12383,Sealdah Asansol Super Fast Intercity Express,Sealdah,Asansol Junction
13105,Sealdah Ballia Express,Sealdah,Ballia
13189,Sealdah Balurghat Express,Sealdah,Balurghat
12259,Sealdah Bikaner AC Duronto Express,Sealdah,Bikaner Junction
63141,Sealdah Godda MEMU,Sealdah,Godda
3131,Sealdah Gorakhpur Summer Special,Sealdah,Gorakhpur Junction
12343,Sealdah Haldibari Darjeeling Mail,Sealdah,Haldibari
3105,Sealdah Jagi Road Summer Special,Sealdah,Jagi Road
22317,Sealdah Jammu Tawi Humsafar Express,Sealdah,Jammu Tawi
13177,Sealdah Jangipur Road Express,Sealdah,Jangipur Road
63107,Sealdah Lalgola MEMU,Sealdah,Lalgola
63103,Sealdah Lalgola MEMU,Sealdah,Lalgola
63105,Sealdah Lalgola MEMU,Sealdah,Lalgola
63177,Sealdah Lalgola memu,Sealdah,Lalgola
53171,Sealdah Lalgola Passenger,Sealdah,Lalgola
53175,Sealdah Lalgola Passenger,Sealdah,Lalgola
53181,Sealdah Lalgola Passenger,Sealdah,Lalgola
12313,Sealdah New Delhi Rajdhani Express,Sealdah,New Delhi
22201,Sealdah Puri Duronto Express,Sealdah,Puri
63111,Sealdah Ranaghat MEMU,Sealdah,Ranaghat Junction
13173,Sealdah Sabroom Kanchanjungha Express,Sealdah,Sabroom
13175,Sealdah Silchar Kanchanjungha Express,Sealdah,Silchar
13179,Sealdah Siuri MEMU Express,Sealdah,Siuri
7030,Secunderabad Agartala Special,Secunderabad Junction,Agartala
77611,Secunderabad Bolarum DEMU,Akola Junction,Akot
67759,Secunderabad Chittapur MEMU,Secunderabad Junction,Chittapur
7647,Secunderabad Danapur Special,Secunderabad Junction,Danapur
7021,Secunderabad Danapur Special,Charlapalli,Danapur
12791,Secunderabad Danapur Super Fast Express,Secunderabad Junction,Danapur
17007,Secunderabad Darbhanga Express,Secunderabad Junction,Darbhanga Junction
12706,Secunderabad Guntur Intercity Super Fast Express,Secunderabad Junction,Guntur Junction
12285,Secunderabad Hazrat Nizamuddin Duronto Express,Secunderabad Junction,Hazrat Nizamuddin
12437,Secunderabad Hazrat Nizamuddin Rajdhani Express,Secunderabad Junction,Hazrat Nizamuddin
22737,Secunderabad Hisar Super Fast Express,Secunderabad Junction,Hisar Junction
7206,Secunderabad Kakinada Special,Charlapalli,Kakinada Town Junction
67763,Secunderabad Kazipet Push Pull Passenger,Secunderabad Junction,Kazipet Junction
77613,Secunderabad Manoharabad DEMU,Purna Junction,Akola Junction
12745,Secunderabad Manuguru Superfast Express,Secunderabad Junction,Manuguru
77607,Secunderabad Medchal Suburban,Akola Junction,Akot
77619,Secunderabad Medchal Suburban,Jalna,Nagarsol
12220,Secunderabad Mumbai LTT AC Duronto Express,Secunderabad Junction,Lokmanya Tilak Terminus
5294,Secunderabad Muzaffarpur Special,Secunderabad Junction,Muzaffarpur Junction
20102,Secunderabad Nagpur Vande Bharat Express,Secunderabad Junction,Nagpur Junction
20967,Secunderabad Porbandar Super Fast Express,Secunderabad Junction,Porbandar
12026,Secunderabad Pune Shatabdi Express,Secunderabad Junction,Pune Junction
12771,Secunderabad Raipur Super Fast Express,Secunderabad Junction,Raipur Junction
22718,Secunderabad Rajkot Super Fast Express,Secunderabad Junction,Rajkot Junction
7695,Secunderabad Ramanathapuram Special,Secunderabad Junction,Ramanathapuram
7005,Secunderabad Raxaul Special,Charlapalli,Raxaul Junction
7007,Secunderabad Raxaul Special,Secunderabad Junction,Raxaul Junction
17645,Secunderabad Repalle Express,Secunderabad Junction,Repalle
57651,Secunderabad Repalle Passenger,Hazur Sahib Nanded,Manmad Junction
17002,Secunderabad Sainagar Shirdi Express,Secunderabad Junction,Sainagar Shirdi Terminus
7221,Secunderabad Santragachi Special,Secunderabad Junction,Santragachi Junction
12774,Secunderabad Shalimar AC Superfast Express,Secunderabad Junction,Kolkata Shalimar
7225,Secunderabad Shalimar Summer Special,Secunderabad Junction,Kolkata Shalimar
22850,Secunderabad Shalimar Weekly Super Fast Express,Secunderabad Junction,Kolkata Shalimar
77653,Secunderabad Siddipet DEMU,Secunderabad Junction,Siddipet
12513,Secunderabad Silchar Super Fast Express,Secunderabad Junction,Silchar
17233,Secunderabad Sirpur Kagaznagar Bhagyanagar Express,Secunderabad Junction,Sirpur Kaghaznagar
67250,Secunderabad Tandur MEMU,Repalle,Guntur Junction
12732,Secunderabad Tirupati Super Fast Express,Secunderabad Junction,Tirupati
20701,Secunderabad Tirupati Vande Bharat Express,Secunderabad Junction,Tirupati
17039,Secunderabad Vasco da gama Express,Secunderabad Junction,Vasco da Gama
7601,Secunderabad Villupuram Special,Secunderabad Junction,Villupuram Junction
12784,Secunderabad Visakhapatnam AC Super Fast Express,Secunderabad Junction,Visakhapatnam Junction
22204,Secunderabad Visakhapatnam Duronto Express,Secunderabad Junction,Visakhapatnam Junction
12740,Secunderabad Visakhapatnam Garib Rath Express,Secunderabad Junction,Visakhapatnam Junction
20707,Secunderabad Visakhapatnam Vande Bharat Express,Secunderabad Junction,Visakhapatnam Junction
20834,Secunderabad Visakhapatnam Vande Bharat Express,Secunderabad Junction,Visakhapatnam Junction
12735,Secunderabad Yesvantpur Garib Rath Express,Secunderabad Junction,Yesvantpur Junction
12487,Seemanchal Express,Jogbani,Anand Vihar Terminus
12488,Seemanchal Express,Anand Vihar Terminus,Jogbani
5571,Semra Bagaha MEMU Special,Semra,Bagaha
16846,Sengottai Erode Express,Sengottai,Erode Junction
56734,Sengottai Madurai Passenger,Tiruchendur,Tirunelveli Junction
16848,Sengottai Mayiladuturai Express,Sengottai,Mayiladuturai Junction
20684,Sengottai Tambaram Super Fast Express,Sengottai,Tambaram
56736,Sengottai Tirunelveli Passenger,Sengottai,Tirunelveli Junction
56802,Sengottai Tirunelveli Passenger,Thanjavur Junction,Mayiladuturai Junction
56738,Sengottai tirunelveli Passenger,Sengottai,Tirunelveli Junction
56744,Sengottai Tirunelveli Passenger,Sengottai,Tirunelveli Junction
59396,Seoni Betul Passenger,Seoni,Betul
17209,Seshadri Express,Sir Mokshagundam Visvesvaraya Terminal,Kakinada Town Junction
17210,Seshadri Express,Kakinada Town Junction,Sir Mokshagundam Visvesvaraya Terminal
22661,Sethu Super Fast Express,Chennai Egmore,Rameswaram
22662,Sethu Super Fast Express,Rameswaram,Chennai Egmore
12769,Seven Hills Super Fast Express,Tirupati,Secunderabad Junction
12770,Seven Hills Super Fast Express,Secunderabad Junction,Tirupati
12139,Sewagram Super Fast Express,Chhatrapati Shivaji Maharaj Terminus,Nagpur Junction
12140,Sewagram Super Fast Express,Nagpur Junction,Chhatrapati Shivaji Maharaj Terminus
12155,Shaan-E-Bhopal Super Fast Express,Rani Kamlapati,Hazrat Nizamuddin
12156,Shaan-E-Bhopal Super Fast Express,Hazrat Nizamuddin,Rani Kamlapati
22324,Shabd Bhedi Express,Ghazipur City,Kolkata
22323,Shabd Bhedi Express,Kolkata,Ghazipur City
18755,Shahdol Ambikapur Express,Shahdol,Ambikapur
68749,Shahdol Ambikapur MEMU,Shahdol,Ambikapur
68739,Shahdol Bilaspur MEMU,Shahdol,Bilaspur Junction
11202,Shahdol Nagpur Express,Shahdol,Nagpur Junction
14673,Shaheed Express,Jaynagar,Amritsar Junction
14674,Shaheed Express,Amritsar Junction,Jaynagar
55134,Shahganj Ballia Passenger,Shahganj Junction,Ballia
55136,Shahganj Ballia Passenger,Shahganj Junction,Ballia
55138,Shahganj Ballia Passenger,Banaras,Bhatni Junction
55140,Shahganj Ballia Passenger,Varanasi City,Chhapra Junction
54330,Shahjahanpur Balamau Passenger,Shahjahanpur,Balamau Junction
64222,Shahjahanpur Lucknow MEMU,Ayodhya Cantonment,Prayagraj Sangam
5448,Shahjahanpur Pilibhit Express Special,Shahjahanpur,Pilibhit Junction
55350,Shahjahanpur Pilibhit Passenger,Shahjahanpur,Pilibhit Junction
55352,Shahjahanpur Pilibhit Passenger,Shahjahanpur,Pilibhit Junction
54328,Shahjahanpur Sitapur City Passenger,Shahjahanpur,Sitapur City Junction
